MaxN

Generated: Wednesday, July 06, 2016 10:16:38

Filename	Frame	Time (mins)	Period	Period time (mins)	OpCode	Tape Reader	Depth	Comment									Family	Genus	Species	Code	MaxN	Has fed
MNCB282_L511.avi	  38822	  21.5894			MNCB282	Molly											Siganidae	Siganus	doliatus	37438009	2	No
MNCB282_L511.avi	  34530	  19.2025			MNCB282	Molly											Siganidae	Siganus	fuscescens	37438001	1	No
MNCB282_L511.avi	  18609	  10.3487			MNCB282	Molly											Sphyraenidae	Sphyraena	jello	37382004	2	No
MNCB283_L418.avi	  76885	  42.7566			MCNB283	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	1	No
MNCB283_L418.avi	  62403	  34.7030			MCNB283	Molly											Acanthuridae	Acanthurus	triostegus	37437019	1	No
MNCB283_L418.avi	  17178	   9.5529			MCNB283	Molly											Caesionidae	Caesio	teres	37346037	3	No
MNCB283_L418.avi	  51416	  28.5930			MCNB283	Molly											Carangidae	Carangoides	fulvoguttatus	37337037	2	No
MNCB283_L418.avi	 105896	  58.8900			MCNB283	Molly											Chaetodontidae	Chaetodon	aureofasciatus	37365013	1	No
MNCB283_L418.avi	  69355	  38.5691			MCNB283	Molly											Chaetodontidae	Chaetodon	lunula	37365042	1	No
MNCB283_L418.avi	 100652	  55.9738			MCNB283	Molly											Haemulidae	Diagramma	pictum	37350003	1	No
MNCB283_L418.avi	  79404	  44.1575			MCNB283	Molly											Labridae	Cheilinus	chlorourus	37384064	1	No
MNCB283_L418.avi	  20547	  11.4264			MCNB283	Molly											Labridae	Choerodon	cauteroma	37384005	1	No
MNCB283_L418.avi	  91429	  50.8447			MCNB283	Molly											Labridae	Choerodon	cyanodus	37384072	2	No
MNCB283_L418.avi	  56958	  31.6750			MCNB283	Molly											Labridae	Halichoeres	melanochir	37384115	2	No
MNCB283_L418.avi	  94986	  52.8228			MCNB283	Molly											Labridae	Hologymnosus	doliatus	37384127	1	Yes
MNCB283_L418.avi	  48118	  26.7590			MCNB283	Molly											Labridae	Thalassoma	lunare	37384167	9	Yes
MNCB283_L418.avi	  92408	  51.3892			MCNB283	Molly											Labridae	Thalassoma	lutescens	37384168	5	No
MNCB283_L418.avi	  68315	  37.9908			MCNB283	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	11	Yes
MNCB283_L418.avi	 103670	  57.6521			MCNB283	Molly											Lethrinidae	Lethrinus	laticaudis	37351006	1	No
MNCB283_L418.avi	  81534	  45.3420			MCNB283	Molly											Lethrinidae	Lethrinus	nebulosus	37351008	2	Yes
MNCB283_L418.avi	 106654	  59.3115			MCNB283	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	7	Yes
MNCB283_L418.avi	  91708	  50.9999			MCNB283	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	2	Yes
MNCB283_L418.avi	 107451	  59.7548			MCNB283	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	1	Yes
MNCB283_L418.avi	  69426	  38.6086			MCNB283	Molly											Mullidae	Parupeneus	cyclostomus	37355025	1	No
MNCB283_L418.avi	  34561	  19.2198			MCNB283	Molly											Nemipteridae	Pentapodus	emeryii	37347027	2	Yes
MNCB283_L418.avi	   6122	   3.4045			MCNB283	Molly											Nemipteridae	Scolopsis	monogramma	37347006	1	No
MNCB283_L418.avi	  71193	  39.5913			MCNB283	Molly											Pomacanthidae	Chaetodontoplus	duboulayi	37365009	1	No
MNCB283_L418.avi	  91919	  51.1172			MCNB283	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	2	No
MNCB283_L418.avi	  48916	  27.2028			MCNB283	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	9	No
MNCB283_L418.avi	  55173	  30.6823			MCNB283	Molly											Pomacentridae	Pomacentrus	nagasakiensis	37372119	5	No
MNCB283_L418.avi	  14060	   7.8189			MCNB283	Molly											Pomacentridae	Stegastes	obreptus	37372136	1	No
MNCB283_L418.avi	  86101	  47.8818			MCNB283	Molly											Scaridae	Scarus	ghobban	37386001	1	No
MNCB283_L418.avi	  42966	  23.8939			MCNB283	Molly											Scaridae	Scarus	rivulatus	37386027	1	No
MNCB283_L418.avi	 103056	  57.3106			MCNB283	Molly											Scombridae	Scomberomorus	spp		1	No
MNCB283_L418.avi	  16118	   8.9634			MCNB283	Molly											Serranidae	Cephalopholis	boenak	37311008	1	No
MNCB283_L418.avi	  85584	  47.5943			MCNB283	Molly											Serranidae	Cephalopholis	miniata	37311083	1	No
MNCB283_L418.avi	  85414	  47.4997			MCNB283	Molly											Serranidae	Epinephelus	bilobatus	37311062	1	No
MNCB283_L418.avi	  25764	  14.3277			MCNB283	Molly											Serranidae	Epinephelus	fasciatus	37311014	2	No
MNCB283_L418.avi	  86685	  48.2065			MCNB283	Molly											Siganidae	Siganus	doliatus	37438009	1	No
MNCB283_L418.avi	 102844	  57.1927			MCNB283	Molly											Siganidae	Siganus	fuscescens	37438001	1	No
MNCB291_R426.avi	  11996	   6.6711			MNCB291	Molly											Balistidae	Sufflamen	fraenatum	37465014	1	No
MNCB291_R426.avi	  98133	  54.5729			MNCB291	Molly											Carangidae	Carangoides	fulvoguttatus	37337037	2	No
MNCB291_R426.avi	  96145	  53.4674			MNCB291	Molly											Hydrophiidae	Aipysurus	laevis	39125007	1	No
MNCB291_R426.avi	   8557	   4.7586			MNCB291	Molly											Hydrophiidae	Astrotia	stokesii	39125009	1	No
MNCB291_R426.avi	 109335	  60.8025			MNCB291	Molly											Labridae	Cheilinus	undulatus	37384038	1	Yes
MNCB291_R426.avi	  10530	   5.8559			MNCB291	Molly											Labridae	Choerodon	cauteroma	37384005	1	No
MNCB291_R426.avi	  32596	  18.1270			MNCB291	Molly											Labridae	Choerodon	cyanodus	37384072	1	No
MNCB291_R426.avi	  20179	  11.2218			MNCB291	Molly											Labridae	Coris	caudimacula	37384092	2	No
MNCB291_R426.avi	  88017	  48.9473			MNCB291	Molly											Labridae	Halichoeres	nebulosus	37384118	2	No
MNCB291_R426.avi	  15795	   8.7838			MNCB291	Molly											Labridae	Labroides	dimidiatus	37384028	3	No
MNCB291_R426.avi	  86300	  47.9924			MNCB291	Molly											Labridae	Stethojulis	strigiventer	37384156	12	Yes
MNCB291_R426.avi	   9284	   5.1629			MNCB291	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	2	No
MNCB291_R426.avi	  11103	   6.1745			MNCB291	Molly											Mullidae	Parupeneus	barberinoides	37355021	2	No
MNCB291_R426.avi	  38064	  21.1678			MNCB291	Molly											Nemipteridae	Pentapodus	emeryii	37347027	2	Yes
MNCB291_R426.avi	  14517	   8.0731			MNCB291	Molly											Nemipteridae	Pentapodus	porosus	37347007	22	Yes
MNCB291_R426.avi	  29793	  16.5682			MNCB291	Molly											Nemipteridae	Scolopsis	monogramma	37347006	1	No
MNCB291_R426.avi	  88022	  48.9501			MNCB291	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	8	No
MNCB291_R426.avi	  37129	  20.6479			MNCB291	Molly											Scombridae	Scomberomorus	spp		1	No
MNCB291_R426.avi	 106630	  59.2982			MNCB291	Molly											Serranidae	Epinephelus	rivulatus	37311022	3	Yes
MNCB292_L511.avi	  76573	  42.5831			MNCB292	Molly											Balistidae	Abalistes	stellatus	37465011	1	No
MNCB292_L511.avi	  16032	   8.9156			MNCB292	Molly											Balistidae	Sufflamen	chrysopterum	37465079	1	Yes
MNCB292_L511.avi	  17106	   9.5128			MNCB292	Molly											Balistidae	Sufflamen	fraenatum	37465014	1	Yes
MNCB292_L511.avi	   5659	   3.1470			MNCB292	Molly											Congridae		spp		17	No
MNCB292_L511.avi	  17141	   9.5323			MNCB292	Molly											Haemulidae	Diagramma	pictum	37350003	1	No
MNCB292_L511.avi	  63622	  35.3809			MNCB292	Molly											Labridae	Choerodon	cauteroma	37384005	2	No
MNCB292_L511.avi	  46672	  25.9548			MNCB292	Molly											Labridae	Choerodon	schoenleinii	37384010	1	No
MNCB292_L511.avi	   5113	   2.8434			MNCB292	Molly											Labridae	Leptojulis	cyanopleura	37384027	1	No
MNCB292_L511.avi	  64253	  35.7318			MNCB292	Molly											Lethrinidae	Lethrinus	nebulosus	37351008	9	Yes
MNCB292_L511.avi	  86932	  48.3439			MNCB292	Molly											Pomacanthidae	Chaetodontoplus	duboulayi	37365009	1	No
MNCB292_L511.avi	  43665	  24.2826			MNCB292	Molly											Scaridae	Scarus	ghobban	37386001	2	No
MNCB292_L511.avi	  94065	  52.3106			MNCB292	Molly											Scombridae	Scomberomorus	spp		1	No
MNCB292_L511.avi	  50856	  28.2816			MNCB292	Molly											Serranidae	Epinephelus	coioides	37311007	1	No
MNCB292_L511.avi	  16743	   9.3110			MNCB292	Molly											Serranidae	Epinephelus	rivulatus	37311022	2	Yes
MNCB292_L511.avi	  17762	   9.8777			MNCB292	Molly											Serranidae	Plectropomus	spp		2	No
MNCB294_L422.avi	  11470	   6.3786			MNCB294	Molly											Acanthuridae	Acanthurus	dussumieri	37437008	1	No
MNCB294_L422.avi	  12135	   6.7484			MNCB294	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	5	No
MNCB294_L422.avi	  21495	  11.9536			MNCB294	Molly											Acanthuridae	Naso	lituratus	37437029	1	No
MNCB294_L422.avi	  22716	  12.6326			MNCB294	Molly											Acanthuridae	Naso	unicornis	37437031	2	No
MNCB294_L422.avi	 103438	  57.5231			MNCB294	Molly											Balistidae	Pseudobalistes	fuscus	37465027	1	No
MNCB294_L422.avi	  14462	   8.0425			MNCB294	Molly											Caesionidae	Caesio	teres	37346037	17	No
MNCB294_L422.avi	  56178	  31.2412			MNCB294	Molly											Caesionidae	Pterocaesio	digramma	37346050	49	No
MNCB294_L422.avi	  73991	  41.1473			MNCB294	Molly											Chaetodontidae	Chaetodon	aureofasciatus	37365013	1	No
MNCB294_L422.avi	  38061	  21.1662			MNCB294	Molly											Chaetodontidae	Heniochus	acuminatus	37365011	2	No
MNCB294_L422.avi	  31140	  17.3173			MNCB294	Molly											Haemulidae	Plectorhinchus	polytaenia	37350005	1	No
MNCB294_L422.avi	  36536	  20.3181			MNCB294	Molly											Labridae	Cheilinus	chlorourus	37384064	1	No
MNCB294_L422.avi	  26979	  15.0033			MNCB294	Molly											Labridae	Choerodon	cyanodus	37384072	3	Yes
MNCB294_L422.avi	  74570	  41.4692			MNCB294	Molly											Labridae	Choerodon	schoenleinii	37384010	1	No
MNCB294_L422.avi	  35372	  19.6708			MNCB294	Molly											Labridae	Coris	aygula	37384090	1	No
MNCB294_L422.avi	  77272	  42.9719			MNCB294	Molly											Labridae	Halichoeres	melanochir	37384115	2	No
MNCB294_L422.avi	 113744	  63.2544			MNCB294	Molly											Labridae	Hemigymnus	melapterus	37384125	1	No
MNCB294_L422.avi	  50699	  28.1943			MNCB294	Molly											Labridae	Hologymnosus	annulatus	37384126	1	No
MNCB294_L422.avi	  91419	  50.8392			MNCB294	Molly											Labridae	Labroides	dimidiatus	37384028	3	No
MNCB294_L422.avi	 113150	  62.9240			MNCB294	Molly											Labridae	Stethojulis	bandanensis	37384154	1	No
MNCB294_L422.avi	 115748	  64.3688			MNCB294	Molly											Labridae	Thalassoma	lunare	37384167	17	Yes
MNCB294_L422.avi	  39137	  21.7645			MNCB294	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	No
MNCB294_L422.avi	  58128	  32.3257			MNCB294	Molly											Lethrinidae	Lethrinus	laticaudis	37351006	1	No
MNCB294_L422.avi	  27031	  15.0323			MNCB294	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	3	Yes
MNCB294_L422.avi	  23504	  13.0708			MNCB294	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	2	No
MNCB294_L422.avi	  28617	  15.9142			MNCB294	Molly											Mullidae	Parupeneus	indicus	37355005	1	No
MNCB294_L422.avi	  20049	  11.1495			MNCB294	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	5	Yes
MNCB294_L422.avi	  50301	  27.9730			MNCB294	Molly											Pomacentridae	Neoglyphidodon	melas	37372084	1	No
MNCB294_L422.avi	  92113	  51.2251			MNCB294	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	3	No
MNCB294_L422.avi	  73279	  40.7513			MNCB294	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	2	No
MNCB294_L422.avi	  10947	   6.0878			MNCB294	Molly											Pomacentridae	Pomacentrus	milleri	37372117	6	No
MNCB294_L422.avi	  30631	  17.0343			MNCB294	Molly											Pomacentridae	Stegastes	obreptus	37372136	3	No
MNCB294_L422.avi	  24650	  13.7082			MNCB294	Molly											Pseudochromidae	Labracinus	lineatus	37313003	2	Yes
MNCB294_L422.avi	  20907	  11.6266			MNCB294	Molly											Scaridae	Scarus	ghobban	37386001	1	No
MNCB294_L422.avi	  60189	  33.4718			MNCB294	Molly											Scaridae	Scarus	prasiognathos	37386023	1	No
MNCB294_L422.avi	  20240	  11.2557			MNCB294	Molly											Scaridae	Scarus	rivulatus	37386027	4	No
MNCB294_L422.avi	  22797	  12.6777			MNCB294	Molly											Scaridae	Scarus	sp3		2	No
MNCB294_L422.avi	  29909	  16.6327			MNCB294	Molly											Serranidae	Epinephelus	fasciatus	37311014	1	No
MNCB294_L422.avi	  71593	  39.8137			MNCB294	Molly											Serranidae	Epinephelus	malabaricus	37311150	1	No
MNCB294_L422.avi	  14127	   7.8562			MNCB294	Molly											Serranidae	Plectropomus	spp		1	No
MNCB294_L422.avi	  11582	   6.4409			MNCB294	Molly											Siganidae	Siganus	doliatus	37438009	6	No
MNCB294_L422.avi	  12248	   6.8113			MNCB294	Molly											Siganidae	Siganus	fuscescens	37438001	27	No
MNCB294_L422.avi	  20380	  11.3336			MNCB294	Molly											Sphyraenidae	Sphyraena	jello	37382004	1	No
MNCB294_L422.avi	  40294	  22.4080			MNCB294	Molly											Tetraodontidae	Arothron	stellatus	37467014	1	No
MNCB295_L418.avi	  20734	  11.5304			MNCB295	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	3	No
MNCB295_L418.avi	  10309	   5.7330			MNCB295	Molly											Chaetodontidae	Chelmon	marginalis	37365007	1	No
MNCB295_L418.avi	  59270	  32.9607			MNCB295	Molly											Chaetodontidae	Heniochus	acuminatus	37365011	1	No
MNCB295_L418.avi	  13508	   7.5120			MNCB295	Molly											Labridae	Cheilinus	chlorourus	37384064	1	No
MNCB295_L418.avi	  56656	  31.5071			MNCB295	Molly											Labridae	Choerodon	cyanodus	37384072	3	No
MNCB295_L418.avi	  87940	  48.9045			MNCB295	Molly											Labridae	Choerodon	schoenleinii	37384010	1	No
MNCB295_L418.avi	   3859	   2.1460			MNCB295	Molly											Labridae	Labroides	dimidiatus	37384028	1	No
MNCB295_L418.avi	  51600	  28.6954			MNCB295	Molly											Labridae	Thalassoma	lunare	37384167	7	No
MNCB295_L418.avi	  54919	  30.5411			MNCB295	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	3	No
MNCB295_L418.avi	  55682	  30.9654			MNCB295	Molly											Lethrinidae	Lethrinus	laticaudis	37351006	2	Yes
MNCB295_L418.avi	  89163	  49.5846			MNCB295	Molly											Lethrinidae	Lethrinus	nebulosus	37351008	4	No
MNCB295_L418.avi	  28663	  15.9398			MNCB295	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	2	No
MNCB295_L418.avi	  65992	  36.6989			MNCB295	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	3	No
MNCB295_L418.avi	   4179	   2.3240			MNCB295	Molly											Mullidae	Parupeneus	indicus	37355005	1	No
MNCB295_L418.avi	  93499	  51.9959			MNCB295	Molly											Pomacanthidae	Pomacanthus	sexstriatus	37365010	1	No
MNCB295_L418.avi	  18898	  10.5094			MNCB295	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	4	Yes
MNCB295_L418.avi	 107982	  60.0500			MNCB295	Molly											Pomacentridae	Neoglyphidodon	nigroris	37372085	1	No
MNCB295_L418.avi	   3859	   2.1460			MNCB295	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	2	No
MNCB295_L418.avi	   6874	   3.8227			MNCB295	Molly											Pomacentridae	Pomacentrus	milleri	37372117	2	Yes
MNCB295_L418.avi	 107957	  60.0361			MNCB295	Molly											Pomacentridae	Pomacentrus	nagasakiensis	37372119	2	No
MNCB295_L418.avi	  35115	  19.5279			MNCB295	Molly											Pseudochromidae	Labracinus	lineatus	37313003	2	Yes
MNCB295_L418.avi	  44831	  24.9310			MNCB295	Molly											Scaridae	Scarus	ghobban	37386001	1	No
MNCB295_L418.avi	  56412	  31.3714			MNCB295	Molly											Scaridae	Scarus	sp3		2	No
MNCB295_L418.avi	  99531	  55.3504			MNCB295	Molly											Scombridae	Scomberomorus	spp		1	No
MNCB295_L418.avi	  97704	  54.3343			MNCB295	Molly											Serranidae	Epinephelus	bilobatus	37311062	2	No
MNCB295_L418.avi	  16229	   9.0251			MNCB295	Molly											Serranidae	Epinephelus	coioides	37311007	1	No
MNCB295_L418.avi	  63161	  35.1246			MNCB295	Molly											Serranidae	Epinephelus	fasciatus	37311014	1	No
MNCB295_L418.avi	  17885	   9.9461			MNCB295	Molly											Serranidae	Plectropomus	spp		1	No
MNCB295_L418.avi	  41876	  23.2877			MNCB295	Molly											Siganidae	Siganus	doliatus	37438009	2	No
MNCB296_L511.avi	  27736	  15.4243			MNCB296	Molly											Acanthuridae	Acanthurus	dussumieri	37437008	3	No
MNCB296_L511.avi	  27736	  15.4243			MNCB296	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	5	No
MNCB296_L511.avi	   8317	   4.6252			MNCB296	Molly											Caesionidae	Caesio	cuning	37346018	1	No
MNCB296_L511.avi	  92612	  51.5026			MNCB296	Molly											Caesionidae	Pterocaesio	digramma	37346050	36	No
MNCB296_L511.avi	   5213	   2.8990			MNCB296	Molly											Chaetodontidae	Chaetodon	lineolatus	37365041	2	No
MNCB296_L511.avi	  64817	  36.0455			MNCB296	Molly											Chaetodontidae	Heniochus	acuminatus	37365011	1	No
MNCB296_L511.avi	  41392	  23.0186			MNCB296	Molly											Labridae	Bodianus	axillaris	37384053	2	No
MNCB296_L511.avi	  39043	  21.7123			MNCB296	Molly											Labridae	Choerodon	cyanodus	37384072	2	No
MNCB296_L511.avi	  83780	  46.5910			MNCB296	Molly											Labridae	Choerodon	schoenleinii	37384010	1	No
MNCB296_L511.avi	  70172	  39.0235			MNCB296	Molly											Labridae	Halichoeres	melanochir	37384115	1	No
MNCB296_L511.avi	 103957	  57.8117			MNCB296	Molly											Labridae	Thalassoma	lunare	37384167	8	Yes
MNCB296_L511.avi	 111759	  62.1505			MNCB296	Molly											Lethrinidae	Lethrinus	laticaudis	37351006	1	No
MNCB296_L511.avi	  49212	  27.3674			MNCB296	Molly											Lethrinidae	Lethrinus	nebulosus	37351008	1	No
MNCB296_L511.avi	   4958	   2.7572			MNCB296	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	11	Yes
MNCB296_L511.avi	  13487	   7.5003			MNCB296	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	2	Yes
MNCB296_L511.avi	  57847	  32.1694			MNCB296	Molly											Nemipteridae	Scolopsis	bilineata	37347031	1	No
MNCB296_L511.avi	  28180	  15.6712			MNCB296	Molly											Pomacanthidae	Pomacanthus	semicirculatus	37365080	1	No
MNCB296_L511.avi	  12166	   6.7657			MNCB296	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	2	No
MNCB296_L511.avi	  57187	  31.8024			MNCB296	Molly											Pomacentridae	Chromis	cinerascens	37372039	3	No
MNCB296_L511.avi	 111346	  61.9208			MNCB296	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	5	No
MNCB296_L511.avi	  44940	  24.9917			MNCB296	Molly											Pomacentridae	Stegastes	fasciolatus	37372132	1	No
MNCB296_L511.avi	  52736	  29.3271			MNCB296	Molly											Scaridae	Scarus	ghobban	37386001	2	No
MNCB296_L511.avi	  54725	  30.4332			MNCB296	Molly											Serranidae	Cephalopholis	boenak	37311008	2	Yes
MNCB296_L511.avi	  35041	  19.4867			MNCB296	Molly											Serranidae	Epinephelus	malabaricus	37311150	1	No
MNCB296_L511.avi	  91679	  50.9838			MNCB296	Molly											Serranidae	Plectropomus	spp		2	No
MNCB296_L511.avi	  27831	  15.4771			MNCB296	Molly											Siganidae	Siganus	doliatus	37438009	1	No
MNCB296_L511.avi	  42203	  23.4696			MNCB296	Molly											Siganidae	Siganus	fuscescens	37438001	1	No
MNCB299_L513.avi	  14318	   7.9624			MNCB299	Molly											Acanthuridae	Acanthurus	dussumieri	37437008	1	No
MNCB299_L513.avi	  10334	   5.7469			MNCB299	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	6	No
MNCB299_L513.avi	  19764	  10.9910			MNCB299	Molly											Acanthuridae	Naso	unicornis	37437031	3	No
MNCB299_L513.avi	  16863	   9.3777			MNCB299	Molly											Caesionidae	Caesio	cuning	37346018	7	No
MNCB299_L513.avi	  21075	  11.7201			MNCB299	Molly											Caesionidae	Pterocaesio	digramma	37346050	62	No
MNCB299_L513.avi	  19166	  10.6584			MNCB299	Molly											Carcharhinidae	Carcharhinus	limbatus	37018039	1	No
MNCB299_L513.avi	  26918	  14.9694			MNCB299	Molly											Chaetodontidae	Chaetodon	lunula	37365042	1	No
MNCB299_L513.avi	   4815	   2.6777			MNCB299	Molly											Haemulidae	Plectorhinchus	multivittatus	37350018	13	No
MNCB299_L513.avi	  27354	  15.2119			MNCB299	Molly											Labridae	Cheilinus	chlorourus	37384064	1	No
MNCB299_L513.avi	  10940	   6.0839			MNCB299	Molly											Labridae	Choerodon	cyanodus	37384072	3	No
MNCB299_L513.avi	  39410	  21.9164			MNCB299	Molly											Labridae	Choerodon	schoenleinii	37384010	1	No
MNCB299_L513.avi	  13194	   7.3373			MNCB299	Molly											Labridae	Halichoeres	melanochir	37384115	1	No
MNCB299_L513.avi	  35459	  19.7192			MNCB299	Molly											Labridae	Hemigymnus	fasciatus	37384124	1	No
MNCB299_L513.avi	   6956	   3.8683			MNCB299	Molly											Labridae	Hemigymnus	melapterus	37384125	1	No
MNCB299_L513.avi	  16381	   9.1097			MNCB299	Molly											Labridae	Labroides	dimidiatus	37384028	2	No
MNCB299_L513.avi	  96514	  53.6726			MNCB299	Molly											Labridae	Thalassoma	lunare	37384167	14	Yes
MNCB299_L513.avi	   4815	   2.6777			MNCB299	Molly											Lethrinidae	Lethrinus	genivittatus	37351002	3	No
MNCB299_L513.avi	  28559	  15.8820			MNCB299	Molly											Lethrinidae	Lethrinus	nebulosus	37351008	1	No
MNCB299_L513.avi	  34492	  19.1814			MNCB299	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	3	Yes
MNCB299_L513.avi	  13362	   7.4308			MNCB299	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	1	No
MNCB299_L513.avi	  12795	   7.1154			MNCB299	Molly											Mullidae	Parupeneus	indicus	37355005	2	No
MNCB299_L513.avi	   6761	   3.7599			MNCB299	Molly											Nemipteridae	Scolopsis	monogramma	37347006	1	No
MNCB299_L513.avi	  63473	  35.2981			MNCB299	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	7	Yes
MNCB299_L513.avi	  19593	  10.8959			MNCB299	Molly											Pomacentridae	Neoglyphidodon	nigroris	37372085	1	No
MNCB299_L513.avi	   6796	   3.7793			MNCB299	Molly											Pomacentridae	Pomacentrus	milleri	37372117	2	No
MNCB299_L513.avi	  16409	   9.1252			MNCB299	Molly											Pomacentridae	Stegastes	obreptus	37372136	1	No
MNCB299_L513.avi	   5877	   3.2683			MNCB299	Molly											Pseudochromidae	Labracinus	lineatus	37313003	1	No
MNCB299_L513.avi	  15637	   8.6959			MNCB299	Molly											Pseudochromidae	Pseudochromis	fuscus	37313006	1	No
MNCB299_L513.avi	   9370	   5.2108			MNCB299	Molly											Scaridae	Chlorurus	sordidus	37386030	1	No
MNCB299_L513.avi	  10251	   5.7007			MNCB299	Molly											Scaridae	Scarus	rivulatus	37386027	3	No
MNCB299_L513.avi	  15920	   8.8533			MNCB299	Molly											Scaridae	Scarus	sp3		1	No
MNCB299_L513.avi	  30366	  16.8869			MNCB299	Molly											Serranidae	Cephalopholis	miniata	37311083	2	No
MNCB299_L513.avi	  32465	  18.0542			MNCB299	Molly											Serranidae	Epinephelus	bilobatus	37311062	1	No
MNCB299_L513.avi	  62433	  34.7197			MNCB299	Molly											Serranidae	Epinephelus	fasciatus	37311014	2	Yes
MNCB299_L513.avi	  22975	  12.7767			MNCB299	Molly											Serranidae	Epinephelus	malabaricus	37311150	1	No
MNCB299_L513.avi	  26298	  14.6246			MNCB299	Molly											Serranidae	Plectropomus	spp		1	No
MNCB299_L513.avi	  10515	   5.8475			MNCB299	Molly											Siganidae	Siganus	doliatus	37438009	2	No
MNCB299_L513.avi	   4998	   2.7794			MNCB299	Molly											Siganidae	Siganus	lineatus	37438010	3	No
MNCB300_L513.avi	  12386	   6.8880			MNCB300	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	1	No
MNCB300_L513.avi	  67343	  37.4502			MNCB300	Molly											Caesionidae	Caesio	cuning	37346018	33	No
MNCB300_L513.avi	  23313	  12.9646			MNCB300	Molly											Caesionidae	Pterocaesio	digramma	37346050	9	No
MNCB300_L513.avi	  23266	  12.9385			MNCB300	Molly											Caesionidae	Pterocaesio	tile	37346063	13	No
MNCB300_L513.avi	  19086	  10.6139			MNCB300	Molly											Chaetodontidae	Chelmon	marginalis	37365007	1	No
MNCB300_L513.avi	  97948	  54.4700			MNCB300	Molly											Labridae	Choerodon	cyanodus	37384072	3	Yes
MNCB300_L513.avi	  54257	  30.1730			MNCB300	Molly											Labridae	Hemigymnus	melapterus	37384125	1	No
MNCB300_L513.avi	  54973	  30.5711			MNCB300	Molly											Labridae	Labroides	dimidiatus	37384028	1	No
MNCB300_L513.avi	 110239	  61.3052			MNCB300	Molly											Labridae	Thalassoma	lunare	37384167	4	Yes
MNCB300_L513.avi	  21692	  12.0632			MNCB300	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	3	No
MNCB300_L513.avi	  18481	  10.2775			MNCB300	Molly											Lutjanidae	Lutjanus	lemniscatus	37346010	1	No
MNCB300_L513.avi	 101754	  56.5866			MNCB300	Molly											Pomacanthidae	Chaetodontoplus	duboulayi	37365009	1	No
MNCB300_L513.avi	  31669	  17.6115			MNCB300	Molly											Pomacanthidae	Pomacanthus	sexstriatus	37365010	1	No
MNCB300_L513.avi	 107111	  59.5657			MNCB300	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	40	Yes
MNCB300_L513.avi	   5530	   3.0753			MNCB300	Molly											Pomacentridae	Pomacentrus	milleri	37372117	4	No
MNCB300_L513.avi	  20923	  11.6355			MNCB300	Molly											Pseudochromidae	Labracinus	lineatus	37313003	1	Yes
MNCB300_L513.avi	  75836	  42.1733			MNCB300	Molly											Scaridae	Scarus	ghobban	37386001	1	No
MNCB300_L513.avi	  49141	  27.3279			MNCB300	Molly											Scaridae	Scarus	sp3		1	No
MNCB300_L513.avi	  34730	  19.3138			MNCB300	Molly											Serranidae	Plectropomus	spp		1	No
MNCB300_L513.avi	  85924	  47.7833			MNCB300	Molly											Siganidae	Siganus	doliatus	37438009	2	No
MNCB301_L416.avi	 104565	  58.1498			MNCB301	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	3	No
MNCB301_L416.avi	 106499	  59.2253			MNCB301	Molly											Chaetodontidae	Heniochus	acuminatus	37365011	2	No
MNCB301_L416.avi	  35233	  19.5935			MNCB301	Molly											Labridae	Choerodon	cyanodus	37384072	3	No
MNCB301_L416.avi	  43070	  23.9517			MNCB301	Molly											Labridae	Choerodon	schoenleinii	37384010	1	No
