3D Point and Length Measurements

Generated: Wednesday, July 06, 2016 10:16:38

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	Tape Reader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
MNCB314_L425.avi	  27465	  15.2736			304.885	16.187	6.648	3566.628	19.709	29.767	14.777	-1176.502	250.248	-3357.686	MNCB314	Molly											Siganidae	Siganus	doliatus	37438009	1	AD	Passing			
MNCB314_L425.avi	  27465	  15.2736				12.886	4.987	4191.924	10.801			-752.579	339.928	-4109.781	MNCB314	Molly											Siganidae	Siganus	doliatus	37438009	1	AD	Passing			
MNCB314_L425.avi	  31483	  17.5081			159.217	7.023	1.404	2527.826	30.067	17.606	27.122	-1255.640	165.172	-2187.690	MNCB314	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB314_L425.avi	  34211	  19.0251			200.835	10.278	0.923	2841.767	22.557	33.628	6.236	784.368	757.034	-2624.368	MNCB314	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB314_L425.avi	  34274	  19.0602			227.862	15.174	5.112	3582.889	12.593	30.251	6.080	-299.068	721.629	-3496.699	MNCB314	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB314_L425.avi	  34283	  19.0652				2.937	3.890	1978.461	5.121			-8.456	231.296	-1964.876	MNCB314	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB314_L425.avi	  34338	  19.0958			195.112	2.559	4.469	1740.913	18.139	13.307	26.329	533.560	95.208	-1654.397	MNCB314	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB314_L425.avi	  34343	  19.0985			204.099	13.179	7.522	3395.905	13.418	30.757	17.369	-39.247	787.059	-3303.206	MNCB314	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB314_L425.avi	  34373	  19.1152			259.154	21.607	3.841	4201.163	11.617	31.667	7.039	-252.024	807.603	-4115.098	MNCB314	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB314_L425.avi	  34467	  19.1675			206.184	3.473	1.190	2726.971	16.810	7.819	18.657	239.888	751.286	-2610.440	MNCB314	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB314_L425.avi	  42973	  23.8978			67.516	1.961	2.305	1345.598	19.344	19.089	10.744	445.535	-12.279	-1269.638	MNCB314	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB314_L425.avi	  42973	  23.8978			72.015	1.555	2.308	1246.733	19.772	12.834	0.233	421.347	18.048	-1173.237	MNCB314	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB314_L425.avi	  42983	  23.9033			61.311	2.149	4.239	1706.029	13.148	12.460	25.188	387.698	16.566	-1661.310	MNCB314	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB314_L425.avi	  44260	  24.6135			150.784	5.884	4.887	2021.231	8.041	45.922	36.225	-252.178	127.845	-2001.358	MNCB314	Molly											Labridae	Cheilio	inermis	37384070	1	AD	Passing			
MNCB314_L425.avi	  51337	  28.5491			107.775	2.216	2.079	1791.513	14.272	5.558	2.777	-430.553	98.402	-1736.220	MNCB314	Molly											Labridae	Halichoeres	melanochir	37384115	1	AD	Passing			
MNCB314_L425.avi	  51337	  28.5491			117.616	5.033	2.854	2627.022	13.849	14.698	23.448	532.510	334.467	-2550.649	MNCB314	Molly											Labridae	Halichoeres	melanochir	37384115	1	AD	Passing			
MNCB314_L425.avi	  51352	  28.5574			83.824	1.474	1.087	2015.082	4.004	3.040	13.525	-126.296	62.021	-2010.164	MNCB314	Molly											Labridae	Halichoeres	melanochir	37384115	1	AD	Passing			
MNCB314_L425.avi	  52443	  29.1642			119.668	2.108	5.076	1542.283	18.873	11.593	21.725	-497.892	-31.313	-1459.370	MNCB314	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB314_L425.avi	  52475	  29.1820			92.374	4.054	2.297	1835.889	29.169	22.365	20.449	-886.036	124.790	-1603.077	MNCB314	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB314_L425.avi	  52485	  29.1875			122.397	7.547	5.608	2167.733	29.820	74.254	34.665	-1077.862	14.078	-1880.713	MNCB314	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB314_L425.avi	  52830	  29.3794			227.953	2.262	2.077	1534.457	9.355	20.284	10.774	-203.153	144.724	-1514.048	MNCB314	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	1	AD	Passing			
MNCB314_L425.avi	  66643	  37.0609			217.836	2.901	5.271	1134.164	11.121	74.855	21.256	128.572	-176.997	-1112.865	MNCB314	Molly											Serranidae	Epinephelus	rivulatus	37311022	1	AD	Feeding			
MNCB314_L425.avi	  74798	  41.5960			50.107	2.564	1.897	2024.900	9.452	12.383	1.090	-184.790	276.469	-1997.408	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			67.200	3.006	2.544	1545.748	10.529	29.779	15.525	-274.263	67.545	-1519.721	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			47.483	1.245	0.941	1568.354	7.910	2.507	13.958	-210.351	48.359	-1553.431	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			114.523	9.079	0.262	2561.481	15.054	34.240	13.325	-656.019	110.609	-2473.578	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			85.960	2.303	0.934	1701.974	15.135	12.570	4.661	393.418	206.645	-1642.935	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			65.593	6.280	0.494	1787.517	19.303	59.594	1.803	562.243	181.709	-1687.033	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			53.947	2.049	2.075	1870.434	10.355	8.161	2.782	291.486	167.523	-1839.972	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			55.686	1.308	1.586	1487.007	7.165	8.049	7.498	170.151	73.801	-1475.396	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			49.020	3.044	2.410	2081.357	12.151	11.820	0.223	393.924	191.748	-2034.725	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			52.907	1.256	2.418	1694.915	5.076	5.119	13.802	83.149	124.783	-1688.270	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			69.151	1.550	1.421	1479.966	14.436	4.204	11.329	368.883	7.641	-1433.236	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960			75.103	1.496	1.683	1168.217	20.061	18.561	4.830	375.776	-139.190	-1097.338	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB314_L425.avi	  74798	  41.5960				1.719	1.179	1435.021	16.290			-338.778	-178.872	-1382.939	MNCB314	Molly											Pomacentridae	Pomacentrus	milleri	37372117	6	AD	Passing			
MNCB314_L425.avi	  83707	  46.5504				1.794	0.327	1519.137	5.872			-34.679	-109.287	-1514.804	MNCB314	Molly											Pseudochromidae	Labracinus	lineatus	37313003	1	AD	Feeding			
MNCB314_L425.avi	  83909	  46.6628			101.756	6.637	8.947	2045.373	15.893	45.486	19.968	461.100	317.984	-1967.187	MNCB314	Molly											Labridae	Labroides	dimidiatus	37384028	1	AD	Passing			
MNCB314_L425.avi	  88370	  49.1436				0.881	1.420	978.519	23.284			-341.282	-156.907	-903.552	MNCB314	Molly											Muraenidae	Gymnothorax	undulatus	37060053	1	AD	Passing			
MNCB314_L425.avi	  88412	  49.1669			242.888	2.680	5.925	1977.997	15.992	0.156	20.345	-541.045	65.029	-1901.451	MNCB314	Molly											Scaridae	Scarus	sp3		1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			42.115	2.038	1.609	1347.036	23.073	20.418	17.046	-501.560	164.673	-1239.285	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			40.906	2.898	1.668	1654.165	24.844	11.343	0.637	-683.452	126.086	-1501.085	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			37.460	2.472	0.951	1586.710	26.480	5.030	6.559	-651.114	276.734	-1420.252	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			47.537	4.833	2.401	1632.726	29.009	58.893	2.684	-783.176	116.520	-1427.883	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			40.031	2.277	1.331	1548.607	21.976	16.616	24.109	-499.094	294.537	-1436.083	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			37.787	3.797	0.197	1803.141	21.364	24.376	4.711	-587.355	294.088	-1679.239	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			29.674	2.430	0.959	1777.227	16.464	12.508	13.743	-399.460	306.800	-1704.360	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			42.777	1.968	1.065	1945.461	14.737	1.127	12.732	-348.888	351.008	-1881.460	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			39.787	4.510	0.823	2039.366	13.406	26.341	13.090	-283.753	378.229	-1983.794	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			38.867	1.710	1.826	1773.931	14.631	4.609	20.951	-282.992	347.399	-1716.409	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			40.781	1.742	0.791	1874.550	14.729	3.291	13.379	-280.950	385.003	-1812.947	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			44.664	1.251	0.788	1880.216	12.366	3.693	0.784	11.509	402.479	-1836.598	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			38.040	2.928	1.021	1780.915	18.848	13.772	1.585	-540.117	198.205	-1685.422	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			45.911	2.651	0.957	1612.978	16.850	18.063	2.473	-461.719	73.579	-1543.729	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			43.978	2.939	2.009	1432.108	15.331	33.832	10.078	-375.954	45.049	-1381.145	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			49.315	2.745	1.884	1679.076	5.870	22.375	10.440	53.238	163.250	-1670.273	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			47.113	4.353	1.334	2179.260	11.389	21.822	1.357	143.410	405.746	-2136.346	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			38.526	1.818	0.746	1817.556	6.563	10.535	9.713	-11.539	207.426	-1805.644	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			44.872	2.814	1.109	2064.617	11.604	10.257	4.578	-375.559	177.301	-2022.415	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			51.850	1.686	1.113	1541.410	4.084	13.603	3.691	-89.864	63.066	-1537.496	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			39.150	1.311	1.635	1666.242	4.009	6.976	12.288	-26.768	113.390	-1662.164	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			41.370	1.598	1.044	1668.958	3.684	10.295	0.648	56.361	91.241	-1665.509	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			41.287	2.913	1.125	1598.687	26.325	13.775	1.241	-708.765	-16.092	-1432.897	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700			34.485	1.733	1.115	1958.072	14.888	6.545	3.058	-180.434	469.607	-1892.342	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700				0.569	2.563	754.996	16.581			187.411	126.431	-720.354	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	34	AD	Passing			
MNCB314_L425.avi	  91834	  51.0700				2.305	1.313	1712.437	7.902			-138.042	237.937	-1690.198	MNCB314	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB314_L425.avi	 108313	  60.2341			270.955	7.983	1.330	2052.046	15.314	67.078	30.224	-505.704	194.941	-1979.180	MNCB314	Molly											Lethrinidae	Lethrinus	laticaudis	37351006	1	AD	Passing			
MNCB315_L511.avi	   6349	   3.5308			549.196	14.175	1.421	3724.616	13.223	25.973	13.415	-99.259	846.158	-3625.870	MNCB315	Molly											Scombridae	Scomberomorus	spp		1	AD	Passing			
MNCB315_L511.avi	  10930	   6.0783			182.361	3.859	1.716	1301.350	18.520	74.572	2.492	370.228	-183.834	-1233.956	MNCB315	Molly											Serranidae	Epinephelus	rivulatus	37311022	1	AD	Passing			
MNCB315_L511.avi	  11974	   6.6589			134.396	2.428	0.823	1459.664	6.713	25.098	3.065	156.965	66.880	-1449.658	MNCB315	Molly											Nemipteridae	Pentapodus	vitta	37347022	1	AD	Passing			
MNCB315_L511.avi	  13528	   7.5231			72.825	4.259	3.293	1588.336	27.007	49.274	9.475	709.920	127.461	-1415.125	MNCB315	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB315_L511.avi	  13537	   7.5281			61.669	0.706	0.990	977.977	6.454	9.039	33.985	94.127	-56.773	-971.780	MNCB315	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB315_L511.avi	  13538	   7.5286			70.193	3.255	2.249	1325.476	14.809	50.181	13.283	337.155	-33.257	-1281.447	MNCB315	Molly											Pomacentridae	Pomacentrus	milleri	37372117	1	AD	Passing			
MNCB315_L511.avi	  16455	   9.1508			98.535	0.980	0.370	897.096	23.467	25.034	9.690	-255.092	-250.096	-822.898	MNCB315	Molly											Labridae	Halichoeres	nebulosus	37384118	1	AD	Passing			
MNCB315_L511.avi	  18228	  10.1368				7.793	2.691	3202.084	27.489			-1476.790	85.734	-2839.909	MNCB315	Molly											Scaridae	Scarus	ghobban	37386001	1	AD	Passing			
MNCB315_L511.avi	  30944	  17.2083			151.645	6.682	1.952	1789.825	21.823	66.613	2.224	665.278	9.711	-1661.561	MNCB315	Molly											Mullidae	Parupeneus	indicus	37355005	1	AD	Passing			
MNCB315_L511.avi	  35279	  19.6191			128.651	4.811	4.223	1723.651	23.039	44.827	14.765	-667.337	-98.559	-1586.165	MNCB315	Molly											Labridae	Choerodon	cauteroma	37384005	1	J	Passing			
MNCB315_L511.avi	  37902	  21.0777			244.004	6.380	2.702	2505.241	21.986	15.830	13.989	-937.853	-10.117	-2323.050	MNCB315	Molly											Labridae	Cheilio	inermis	37384070	1	AD	Passing			
MNCB315_L511.avi	  37928	  21.0922			174.890	2.446	1.841	1211.050	16.320	40.932	2.408	-334.605	-62.091	-1162.251	MNCB315	Molly											Mullidae	Upeneus	tragula	37355014	1	AD	Passing			
MNCB315_L511.avi	  42414	  23.5869			163.454	5.060	3.116	2465.391	8.977	19.254	13.875	212.534	320.635	-2435.196	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42416	  23.5880			179.094	7.935	1.718	2550.895	11.886	29.916	13.404	414.176	323.278	-2496.201	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42436	  23.5992			133.315	2.511	2.318	2258.780	5.860	9.786	15.244	-57.095	223.447	-2246.975	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42446	  23.6047			151.266	1.524	2.589	1957.504	8.106	0.134	17.440	-191.765	198.524	-1937.947	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42476	  23.6214			154.248	2.574	1.617	1910.211	16.583	2.365	7.190	-514.700	179.722	-1830.762	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42476	  23.6214			140.668	2.725	0.919	1967.486	14.167	10.981	10.031	-392.055	279.571	-1907.652	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42476	  23.6214			157.104	2.870	1.181	2011.985	11.074	15.166	15.760	-177.464	343.301	-1974.521	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42476	  23.6214			172.254	9.589	1.858	2239.573	18.983	56.337	7.610	630.092	365.624	-2117.779	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42476	  23.6214			158.269	5.746	8.148	2024.554	8.421	35.592	15.387	-212.565	206.687	-2002.727	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42481	  23.6242			135.793	7.904	0.868	2188.057	6.539	42.290	1.409	-19.085	248.436	-2173.824	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  42507	  23.6386			124.414	4.663	1.180	2285.969	14.750	17.915	14.170	516.374	268.508	-2210.637	MNCB315	Molly											Siganidae	Siganus	fuscescens	37438001	1	AD	Passing			
MNCB315_L511.avi	  49083	  27.2956			574.898	5.168	6.677	2304.946	20.699	12.001	6.061	-814.145	30.117	-2156.162	MNCB315	Molly											Labridae	Choerodon	schoenleinii	37384010	1	AD	Passing			
MNCB315_L511.avi	  54584	  30.3548			161.876	1.941	2.029	1250.742	4.572	35.016	36.754	-77.078	63.251	-1246.762	MNCB315	Molly											Monacanthidae	Paramonacanthus	choirocephalus	37465064	1	AD	Passing			
MNCB315_L511.avi	  54597	  30.3620			190.600	1.231	0.822	1272.482	13.357	11.168	32.879	293.695	-12.445	-1238.062	MNCB315	Molly											Monacanthidae	Paramonacanthus	choirocephalus	37465064	1	AD	Passing			
MNCB315_L511.avi	  67891	  37.7550			226.978	1.560	0.595	1501.652	8.190	15.878	42.668	16.581	213.272	-1486.337	MNCB315	Molly											Lethrinidae	Lethrinus	laticaudis	37351006	1	AD	Passing			
MNCB315_L511.avi	  72677	  40.4165			173.055	3.690	2.803	1806.561	10.850	26.282	13.931	-278.100	195.690	-1774.268	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72692	  40.4249			153.937	3.363	0.828	1708.646	7.437	26.959	11.248	-143.639	168.150	-1694.274	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72722	  40.4416			104.093	3.342	1.029	2243.976	11.390	10.236	13.929	-442.753	-19.184	-2199.779	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72730	  40.4460			156.359	1.478	1.144	1407.199	12.844	16.042	44.710	-23.469	311.941	-1371.988	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72743	  40.4532			180.900	2.666	3.763	2894.426	7.736	2.192	20.784	-250.085	298.749	-2868.084	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72762	  40.4638			188.981	9.554	2.208	2549.304	13.768	47.698	35.256	-531.799	292.037	-2476.057	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72765	  40.4655			183.926	1.630	1.201	1677.072	9.328	5.711	11.016	-268.155	44.559	-1654.895	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72778	  40.4727			145.825	3.083	2.609	1421.080	14.588	40.100	13.068	96.168	344.771	-1375.265	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72787	  40.4777			151.081	14.303	7.000	3281.951	21.777	37.123	25.257	1079.144	563.942	-3047.723	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72790	  40.4794			150.136	7.695	4.736	2907.321	28.157	7.278	27.337	1287.539	473.723	-2563.269	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72792	  40.4805			138.136	1.714	3.213	1605.643	14.515	6.265	27.379	386.029	-113.698	-1554.394	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916			153.367	4.113	3.177	2039.649	26.084	21.544	34.580	820.231	362.590	-1831.917	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72812	  40.4916			124.082	4.761	1.433	1647.587	23.276	48.102	2.701	642.222	-106.884	-1513.496	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916			184.913	2.920	2.737	1363.312	13.144	50.576	36.074	182.350	250.720	-1327.595	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72812	  40.4916			184.470	6.510	0.348	2216.525	11.591	33.701	14.164	253.754	365.983	-2171.324	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72812	  40.4916			140.834	3.864	1.530	1719.176	9.794	34.101	22.862	177.133	232.709	-1694.118	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916			94.822	1.741	4.511	1358.559	5.334	25.161	38.470	0.808	126.292	-1352.676	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916			142.395	2.806	1.070	1764.738	4.834	24.833	37.213	-147.573	18.421	-1758.460	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916			137.112	3.338	2.371	1595.477	9.713	30.207	6.136	-267.469	-30.256	-1572.606	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916			150.764	5.821	2.124	1787.854	15.505	48.222	0.280	-471.719	-76.814	-1722.790	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72812	  40.4916			148.750	2.637	5.290	1261.382	20.929	44.750	14.659	-429.697	-135.596	-1178.159	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916			164.636	4.397	4.157	2087.748	20.599	16.571	13.034	-720.895	-140.748	-1954.275	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72812	  40.4916				5.352	1.441	2617.863	32.340			1275.902	597.396	-2206.445	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916				2.915	3.797	1902.015	30.819			914.633	351.109	-1630.285	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72812	  40.4916				6.756	0.422	2895.341	28.439			1242.664	620.688	-2540.380	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916				17.663	4.693	4844.685	21.444			1767.814	149.678	-4508.148	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916				7.138	9.685	3020.836	16.552			768.117	414.522	-2891.992	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916				2.336	0.490	1737.299	7.316			167.401	160.394	-1721.760	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916				4.530	2.563	2472.630	8.834			209.698	338.889	-2440.303	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916				2.784	2.128	1923.188	6.807			-224.924	54.516	-1909.211	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	J	Passing			
MNCB315_L511.avi	  72812	  40.4916				2.691	5.270	1825.957	22.480			-698.018	0.219	-1687.273	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72812	  40.4916				1.993	3.526	1558.783	27.250			-685.490	-186.094	-1387.543	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72824	  40.4983			152.811	1.467	6.246	1677.754	17.886	4.772	19.821	181.835	482.117	-1596.671	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
MNCB315_L511.avi	  72826	  40.4994			157.027	2.048	2.915	2171.211	11.009	7.510	14.784	-40.383	412.637	-2131.257	MNCB315	Molly											Lethrinidae	Lethrinus	punctulatus	37351001	1	AD	Passing			
