3D Point and Length Measurements

Generated: Wednesday, July 06, 2016 10:16:38

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	Tape Reader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment		
MNCB278_L418.avi	  24030	  13.3634			91.383	0.934	3.500	1225.521	18.267	5.121	17.493	150.999	353.208	-1163.763	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24031	  13.3639			114.772	1.155	2.474	1107.736	10.317	18.717	26.062	173.875	95.518	-1089.827	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24035	  13.3661				1.970	14.978	1525.094	23.885			427.504	454.339	-1391.664	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24038	  13.3678			93.110	1.068	2.014	1003.549	22.691	49.218	58.885	374.408	98.458	-925.870	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24047	  13.3728			185.039	1.010	0.376	973.156	20.085	18.723	16.894	-246.339	-225.852	-913.970	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24047	  13.3728				2.614	1.612	1771.647	32.163			-845.456	-408.526	-1502.346	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24056	  13.3778			155.689	2.635	0.776	1257.221	14.732	57.323	37.452	-297.128	-118.027	-1215.890	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24057	  13.3784			146.912	2.502	7.049	1139.886	22.995	88.061	29.946	338.079	289.808	-1049.311	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24060	  13.3800			156.293	3.206	3.984	2033.368	19.744	9.847	9.857	-552.472	408.191	-1913.828	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24061	  13.3806				1.762	28.556	1440.106	27.105			500.717	432.049	-1279.266	MNCB278	Molly											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MNCB278_L418.avi	  24389	  13.5630			249.072	1.708	7.335	1450.930	18.791	8.543	30.908	-465.740	38.969	-1373.596	MNCB278	Molly											Lutjanidae	Lutjanus	fulviflamma	37346034	1	AD	Passing			
MNCB278_L418.avi	  24488	  13.6181			271.678	1.399	2.925	1312.304	23.253	22.256	56.114	-507.057	106.366	-1205.704	MNCB278	Molly											Lutjanidae	Lutjanus	fulviflamma	37346034	1	AD	Passing			
MNCB278_L418.avi	  24685	  13.7276			222.286	1.175	3.819	1184.679	13.827	18.306	48.165	-123.437	254.807	-1150.348	MNCB278	Molly											Lutjanidae	Lutjanus	fulviflamma	37346034	1	AD	Passing			
MNCB278_L418.avi	  28452	  15.8225			472.341	5.556	5.437	1965.290	20.419	73.719	52.015	-567.202	385.246	-1841.802	MNCB278	Molly											Serranidae	Plectropomus	spp		1	AD	Passing			
MNCB278_L418.avi	  29348	  16.3208			89.483	6.920	3.826	2142.351	29.324	38.559	4.484	-1035.639	168.217	-1867.840	MNCB278	Molly											Pomacentridae	Stegastes	obreptus	37372136	1	AD	Passing			
MNCB278_L418.avi	  34073	  18.9484			298.836	2.725	7.852	1761.810	23.766	34.832	58.098	-667.162	242.907	-1612.410	MNCB278	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	1	AD	Passing			
MNCB278_L418.avi	  34082	  18.9534			312.077	2.496	1.318	1208.156	12.692	64.648	42.493	-249.356	90.990	-1178.636	MNCB278	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	1	AD	Passing			
MNCB278_L418.avi	  34121	  18.9751			284.491	5.770	3.035	2310.163	25.278	85.159	63.530	-842.560	513.013	-2088.962	MNCB278	Molly											Lutjanidae	Lutjanus	carponotatus	37346011	1	AD	Passing			
MNCB278_L418.avi	  42173	  23.4529			204.291	7.411	1.296	2228.758	26.276	80.068	45.052	-969.641	182.453	-1998.467	MNCB278	Molly											Serranidae	Cephalopholis	miniata	37311083	1	AD	Passing			
MNCB278_L418.avi	  42173	  23.4529				2.558	1.764	1756.702	27.357			-782.089	-190.244	-1561.456	MNCB278	Molly											Muraenidae	Gymnothorax	undulatus	37060053	1	AD	Passing			
MNCB278_L418.avi	  42173	  23.4529				1.095	33.242	1120.227	11.585			-175.562	-133.787	-1098.266	MNCB278	Molly											Muraenidae	Gymnothorax	undulatus	37060053	1	AD	Passing			
MNCB278_L418.avi	  42731	  23.7632			63.473	0.562	1.559	724.712	21.350	11.433	22.846	200.213	-171.843	-674.976	MNCB278	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB278_L418.avi	  42731	  23.7632			56.218	1.911	3.172	1069.774	19.662	76.764	44.943	-317.951	-168.737	-1007.399	MNCB278	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB278_L418.avi	  46510	  25.8648			49.405	2.451	3.239	1548.684	29.153	3.615	3.045	-684.524	317.149	-1352.503	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  46510	  25.8648			63.926	1.840	10.030	1596.008	27.820	3.234	56.553	-685.267	291.895	-1411.541	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  46510	  25.8648			78.659	5.012	8.274	1907.744	29.622	77.784	46.792	-911.875	240.084	-1658.411	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  46518	  25.8692				6.295	49.290	2805.966	33.242			-1422.213	600.614	-2343.079	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  46518	  25.8692				2.576	58.204	1740.557	29.537			-719.086	477.650	-1511.392	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  46519	  25.8698			65.170	3.217	5.915	1602.359	25.916	23.133	0.902	-684.438	148.287	-1441.219	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  46519	  25.8698			62.509	2.937	10.359	1595.620	28.501	21.867	22.929	-725.046	232.419	-1402.246	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  46525	  25.8731			76.108	3.534	3.785	1892.068	26.485	13.344	3.617	-716.816	445.141	-1693.501	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  46529	  25.8753			48.607	3.808	1.925	1959.680	28.730	3.132	19.278	-889.876	308.973	-1718.430	MNCB278	Molly											Pomacentridae	Neopomacentrus	azysron	37372087	1	AD	Passing			
MNCB278_L418.avi	  50517	  28.0931			121.108	2.195	11.527	1138.838	20.300	52.829	26.381	350.411	182.522	-1068.106	MNCB278	Molly											Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing			
MNCB278_L418.avi	  53519	  29.7625			382.534	2.458	18.146	1630.426	15.388	19.840	15.159	-198.680	384.318	-1571.978	MNCB278	Molly											Lutjanidae	Lutjanus	bohar	37346029	1	AD	Passing			
MNCB278_L418.avi	  55245	  30.7224			260.817	3.499	5.958	1523.857	25.266	36.945	14.671	-649.511	34.321	-1378.077	MNCB278	Molly											Labridae	Hologymnosus	annulatus	37384126	1	AD	Passing			
MNCB278_L418.avi	  70224	  39.0524				10.607	17.978	3628.086	31.981			-1730.041	855.603	-3072.118	MNCB278	Molly											Serranidae	Epinephelus	polyphekadion	37311047	1	AD	Passing			
MNCB278_L418.avi	  70224	  39.0524				5.038	27.578	2509.185	30.267			-1232.232	298.290	-2165.326	MNCB278	Molly											Serranidae	Epinephelus	malabaricus	37311150	1	AD	Passing			
MNCB278_L418.avi	  72126	  40.1101			247.402	2.613	4.346	1252.884	20.838	83.358	45.120	-436.591	-89.525	-1170.937	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72143	  40.1196			250.872	5.179	2.819	1750.957	16.992	69.599	41.602	-277.568	429.872	-1674.520	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72156	  40.1268			251.372	3.325	10.314	1272.488	22.030	66.065	13.425	-382.068	286.067	-1179.582	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72170	  40.1346			323.394	2.749	6.413	1075.911	13.277	68.967	6.350	-171.072	178.298	-1047.152	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351			233.187	1.254	7.686	899.292	15.387	79.135	53.719	-229.954	-63.686	-867.059	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351			288.344	2.482	11.333	1074.384	8.844	76.979	31.917	-139.484	88.491	-1061.609	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351				1.307	2.923	1231.551	18.541			127.149	377.697	-1165.288	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351				1.034	3.081	1077.658	17.259			-48.931	322.395	-1027.139	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351				1.643	4.969	1410.615	13.914			9.376	347.638	-1367.075	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351				1.751	2.102	1451.754	15.507			-135.652	372.419	-1396.600	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351				1.014	3.550	1063.161	23.110			-408.260	-80.233	-978.365	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351				2.201	0.456	1628.821	18.756			-248.120	470.880	-1539.405	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72171	  40.1351				1.703	0.782	1421.467	15.627			-329.872	202.977	-1367.682	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	2	AD	Passing			
MNCB278_L418.avi	  72179	  40.1396			244.886	3.266	8.495	1422.462	25.120	69.152	40.761	-509.329	324.402	-1287.923	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72190	  40.1457			233.182	1.729	5.116	1260.374	18.214	27.726	37.070	-322.364	226.441	-1197.226	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72223	  40.1641			234.638	3.040	3.066	1310.887	21.281	57.741	28.538	-450.264	153.727	-1221.497	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72418	  40.2725			236.274	1.392	12.431	1388.488	20.422	5.398	64.478	-368.814	314.157	-1301.223	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72435	  40.2819			242.260	1.595	12.956	1356.609	15.441	77.930	73.986	-305.251	193.068	-1307.644	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  72591	  40.3687			269.545	2.305	7.510	1087.794	8.534	69.240	36.751	-138.335	83.179	-1075.751	MNCB278	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	AD	Passing			
MNCB278_L418.avi	  79845	  44.4027			215.257	6.314	2.306	2094.468	23.730	84.055	50.535	-723.440	432.525	-1917.381	MNCB278	Molly											Mullidae	Parupeneus	cyclostomus	37355025	1	AD	Passing			
MNCB278_L418.avi	  83525	  46.4492			353.515	6.571	11.836	2874.192	28.934	7.899	46.234	-1265.817	575.584	-2515.430	MNCB278	Molly											Labridae	Choerodon	cyanodus	37384072	1	AD	Passing			
MNCB278_L418.avi	  95182	  52.9318			118.434	3.472	8.548	1982.907	27.374	58.970	68.424	-784.063	465.312	-1760.867	MNCB278	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
MNCB278_L418.avi	  98200	  54.6102			170.586	4.408	13.193	1779.058	23.386	59.531	45.787	-685.212	170.655	-1632.914	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98235	  54.6296			103.972	3.520	6.357	2101.577	24.713	9.836	35.636	-703.350	526.527	-1909.108	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98235	  54.6296			84.232	4.829	5.003	2027.519	24.777	25.621	17.443	-759.091	381.839	-1840.873	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98235	  54.6296				2.187	5.707	1624.382	16.798			-292.734	376.737	-1552.737	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98236	  54.6302			117.364	1.821	2.077	1149.971	23.636	40.307	30.109	378.824	262.782	-1053.504	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98256	  54.6413			92.351	0.631	10.914	949.619	17.651	4.560	77.056	267.516	106.510	-904.913	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98286	  54.6580			147.795	1.982	12.499	1035.189	13.811	59.258	31.668	-224.117	104.125	-1005.259	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98319	  54.6763			160.678	3.130	0.559	1585.777	17.658	31.990	0.435	15.247	480.782	-1511.060	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98321	  54.6775			156.967	2.398	4.636	1588.461	17.872	22.952	3.328	33.409	486.345	-1511.807	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	  98401	  54.7219			143.816	2.289	4.740	1604.540	21.841	3.386	13.830	-580.244	140.230	-1489.363	MNCB278	Molly											Labridae	Thalassoma	lunare	37384167	1	AD	Passing			
MNCB278_L418.avi	 105380	  58.6030			130.731	8.003	10.786	2402.389	28.375	69.626	45.881	-1047.676	453.751	-2113.754	MNCB278	Molly											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MNCB278_L418.avi	 105754	  58.8110			330.677	4.868	14.406	2059.563	21.287	27.318	10.441	-487.090	567.257	-1919.053	MNCB278	Molly											Labridae	Hemigymnus	fasciatus	37384124	1	AD	Passing			
MNCB278_L418.avi	 108870	  60.5439				5.958	4.910	2733.985	29.723			-1323.506	307.709	-2372.409	MNCB278	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB278_L418.avi	 108870	  60.5439				5.718	6.490	2679.732	30.687			-1330.567	330.526	-2302.456	MNCB278	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB278_L418.avi	 108870	  60.5439				5.018	7.361	2509.020	31.902			-1279.967	359.466	-2127.828	MNCB278	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB278_L418.avi	 108870	  60.5439				5.748	1.575	2687.082	32.436			-1375.392	444.831	-2265.133	MNCB278	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB278_L418.avi	 108870	  60.5439				6.157	3.224	2759.005	29.768			-1300.922	443.896	-2392.210	MNCB278	Molly											Pomacentridae	Neopomacentrus	filamentosus	37372090	1	AD	Passing			
MNCB280_L425.avi	   5730	   3.1865			457.206	12.096	29.761	3732.657	20.163	7.153	9.039	-1282.981	-96.334	-3503.913	MNCB280	Molly											Labridae	Choerodon	schoenleinii	37384010	1	AD	Passing			
MNCB280_L425.avi	   5937	   3.3016				6.568	0.507	2899.097	30.520			-1471.606	25.898	-2497.693	MNCB280	Molly											Lethrinidae	Lethrinus	nebulosus	37351008	1	AD	Passing			
MNCB280_L425.avi	   6839	   3.8032			77.087	2.180	12.029	1631.164	19.293	7.774	9.066	-484.931	-235.128	-1539.563	MNCB280	Molly											Labridae	Halichoeres	nebulosus	37384118	1	AD	Passing			
MNCB280_L425.avi	   6842	   3.8049			51.714	2.675	17.807	2125.770	13.519	6.594	21.579	-440.646	-229.743	-2066.869	MNCB280	Molly											Labridae	Halichoeres	nebulosus	37384118	1	AD	Passing			
MNCB280_L425.avi	   6852	   3.8105			81.805	4.118	19.454	2333.594	8.938	16.116	15.293	332.221	-145.195	-2305.256	MNCB280	Molly											Labridae	Halichoeres	nebulosus	37384118	1	AD	Passing			
MNCB280_L425.avi	   7681	   4.2715			75.029	15.160	25.570	3111.938	22.421	50.056	25.968	1180.133	-126.610	-2876.703	MNCB280	Molly											Mullidae	Parupeneus	barberinoides	37355021	1	AD	Passing			
MNCB280_L425.avi	   7705	   4.2848			115.327	14.614	26.680	3546.493	22.047	23.328	0.217	1329.847	-61.035	-3287.156	MNCB280	Molly											Mullidae	Parupeneus	barberinoides	37355021	1	AD	Passing			
MNCB280_L425.avi	   7705	   4.2848			42.724	14.393	18.438	2863.847	25.411	60.322	18.924	1228.241	-40.018	-2586.782	MNCB280	Molly											Mullidae	Parupeneus	barberinoides	37355021	1	AD	Passing			
MNCB280_L425.avi	   7711	   4.2882				7.897	19.069	3234.766	22.888			1251.251	-47.831	-2982.582	MNCB280	Molly											Mullidae	Parupeneus	barberinoides	37355021	3	AD	Passing			
MNCB280_L425.avi	   7715	   4.2904			92.367	25.286	27.510	3565.714	23.538	70.061	7.584	1420.950	-93.189	-3269.026	MNCB280	Molly											Mullidae	Parupeneus	barberinoides	37355021	1	AD	Passing			
MNCB280_L425.avi	   9369	   5.2102			48.748	5.074	13.894	1753.539	20.495	44.635	14.425	-573.675	-218.692	-1642.550	MNCB280	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB280_L425.avi	   9369	   5.2102			62.334	4.975	13.969	1718.658	22.459	44.146	4.157	-653.720	-61.014	-1588.306	MNCB280	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB280_L425.avi	   9369	   5.2102			59.207	23.797	31.958	3449.986	11.223	56.243	0.322	-652.551	-158.161	-3384.016	MNCB280	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB280_L425.avi	   9369	   5.2102				0.679	1.330	839.277	15.671			-224.964	50.535	-806.984	MNCB280	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	5	AD	Passing			
MNCB280_L425.avi	   9384	   5.2186			58.469	3.724	11.795	1643.622	24.778	31.859	15.312	-685.650	-66.170	-1492.313	MNCB280	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB280_L425.avi	   9394	   5.2241			76.424	4.633	11.710	1590.924	22.885	59.385	22.258	-607.005	-119.577	-1465.703	MNCB280	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB280_L425.avi	   9414	   5.2352			71.907	4.489	13.680	2073.486	28.898	2.779	16.742	-974.388	-233.623	-1815.306	MNCB280	Molly											Pomacentridae	Pomacentrus	coelestis	37372111	1	AD	Passing			
MNCB280_L425.avi	   9938	   5.5266			184.545	6.963	16.358	2412.200	26.495	19.689	0.404	-1054.622	-214.123	-2158.849	MNCB280	Molly											Labridae	Choerodon	cyanodus	37384072	1	AD	Passing			
MNCB280_L425.avi	  10987	   6.1100			100.792	2.391	15.675	1989.357	15.350	6.203	36.286	-505.969	-145.989	-1918.391	MNCB280	Molly											Labridae	Coris	caudimacula	37384092	1	AD	Passing			
MNCB280_L425.avi	  10997	   6.1156			95.061	8.057	17.862	2446.058	30.819	34.878	23.411	-1243.561	-155.101	-2100.643	MNCB280	Molly											Labridae	Coris	caudimacula	37384092	1	AD	Passing			
MNCB280_L425.avi	  11149	   6.2001			79.080	16.890	29.942	3088.189	16.514	52.692	20.604	-877.226	-32.667	-2960.797	MNCB280	Molly											Labridae	Labroides	dimidiatus	37384028	1	AD	Passing			
MNCB280_L425.avi	  11923	   6.6305			221.044	8.810	22.573	2655.490	16.251	31.039	21.241	-714.640	-203.726	-2549.394	MNCB280	Molly											Serranidae	Epinephelus	rivulatus	37311022	1	AD	Passing			
MNCB280_L425.avi	  14527	   8.0786			204.906	5.291	22.744	2556.677	18.082	9.552	12.002	788.637	-87.979	-2430.413	MNCB280	Molly											Labridae	Choerodon	cauteroma	37384005	1	AD	Passing			
MNCB280_L425.avi	  16376	   9.1069			193.830	12.087	20.269	2606.426	30.374	59.420	9.131	-1308.670	-155.944	-2248.671	MNCB280	Molly											Labridae	Cheilio	inermis	37384070	1	AD	Passing			
MNCB280_L425.avi	  24674	  13.7215			89.702	3.955	13.018	1630.342	23.724	37.123	8.580	652.923	-62.879	-1492.566	MNCB280	Molly											Lethrinidae	Lethrinus	variegatus	37351014	1	AD	Passing			
MNCB280_L425.avi	  43876	  24.4000			85.354	1.356	5.978	972.957	21.991	33.243	0.793	277.256	-236.377	-902.164	MNCB280	Molly											Lethrinidae	Lethrinus	atkinsoni	37351013	1	J	Passing			
MNCB280_L425.avi	  47564	  26.4509			142.182	1.059	12.918	1559.774	5.017	2.800	9.432	-60.664	122.184	-1553.798	MNCB280	Molly											Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing			
MNCB280_L425.avi	  47564	  26.4509			229.441	1.961	11.941	1392.899	9.895	20.975	10.643	218.301	98.162	-1372.180	MNCB280	Molly											Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing			
MNCB280_L425.avi	  47699	  26.5260			206.703	3.838	17.099	1968.089	13.960	19.644	0.013	474.406	19.121	-1909.960	MNCB280	Molly											Nemipteridae	Pentapodus	emeryii	37347027	1	AD	Passing			
MNCB280_L425.avi	  57491	  31.9714			257.710	5.854	22.709	2391.590	11.457	22.350	7.043	470.889	-62.597	-2343.939	MNCB280	Molly											Mullidae	Parupeneus	indicus	37355005	1	AD	Passing			
MNCB280_L425.avi	  57585	  32.0237			357.940	24.770	34.469	3516.623	20.916	65.857	8.710	1255.268	-19.394	-3284.900	MNCB280	Molly											Mullidae	Parupeneus	indicus	37355005	1	AD	Passing			
MNCB280_L425.avi	  63079	  35.0790			386.157	19.732	27.682	3419.361	25.175	50.599	1.483	1408.859	361.672	-3094.566	MNCB280	Molly											Lethrinidae	Lethrinus	nebulosus	37351008	1	AD	Passing			
MNCB280_L425.avi	  64998	  36.1461			314.654	14.207	40.791	4418.719	7.525	15.750	6.481	-570.786	95.070	-4380.667	MNCB280	Molly											Lutjanidae	Symphorus	nematophorus	37346017	1	AD	Passing			
MNCB280_L425.avi	  77436	  43.0631			48.821	9.970	6.114	2184.042	11.454	61.243	0.823	431.870	39.802	-2140.548	MNCB280	Molly											Labridae	Stethojulis	strigiventer	37384156	1	AD	Passing			
MNCB280_L425.avi	  77436	  43.0631			149.540	10.867	7.739	2158.094	13.751	84.241	0.894	512.802	14.315	-2096.235	MNCB280	Molly											Labridae	Stethojulis	strigiventer	37384156	1	AD	Passing			
MNCB280_L425.avi	  77436	  43.0631				2.078	0.860	1605.574	15.698			432.907	7.120	-1546.094	MNCB280	Molly											Labridae	Stethojulis	strigiventer	37384156	4	AD	Passing			
MNCB280_L425.avi	  77475	  43.0848			126.699	17.384	29.653	3127.502	10.130	46.912	1.456	-545.803	-68.520	-3078.745	MNCB280	Molly											Labridae	Stethojulis	strigiventer	37384156	1	AD	Passing			
MNCB280_L425.avi	  77475	  43.0848			53.925	4.890	26.973	2588.826	2.880	16.407	6.125	-123.016	-42.202	-2585.557	MNCB280	Molly											Labridae	Stethojulis	strigiventer	37384156	1	AD	Passing			
MNCB280_L425.avi	   5730				502.854	16.727	1.857	4050.864	22.481	4.713	9.876	-1544.077	-122.789	-3743.026	MNCB280	Molly											Labridae	Choerodon	schoenleinii	37384010	1	AD	Passing			
MNCB280_L425.avi	   6839				81.388	2.774	2.864	1602.212	21.586	14.357	8.621	-530.526	-256.916	-1489.839	MNCB280	Molly											Labridae	Halichoeres	nebulosus	37384118	1	AD	Passing			
MNCB280_L425.avi	   6842				57.148	3.827	2.915	2160.739	15.259	12.369	21.631	-505.438	-260.597	-2084.566	MNCB280	Molly											Labridae	Halichoeres	nebulosus	37384118	1	AD	Passing			
MNCB280_L425.avi	   6852				94.510	4.801	4.213	2457.965	9.469	14.912	15.704	368.000	-167.636	-2424.472	MNCB280	Molly											Labridae	Halichoeres	nebulosus	37384118	1	AD	Passing			
MNCB280_L425.avi	  11923				244.250	9.784	2.829	2761.453	18.257	27.101	21.832	-831.694	-238.108	-2622.443	MNCB280	Molly											Serranidae	Epinephelus	rivulatus	37311022	1	AD	Passing			
MNCB280_L425.avi	  16376				256.950	13.473	5.571	2521.204	33.489	81.074	5.615	-1380.537	-171.386	-2102.669	MNCB280	Molly											Labridae	Cheilio	inermis	37384070	1	AD	Passing			
MNCB280_L425.avi	  24674				95.895	4.277	0.619	1657.622	25.522	33.467	8.841	711.036	-67.225	-1495.867	MNCB280	Molly											Lethrinidae	Lethrinus	variegatus	37351014	1	AD	Passing			
MNCB280_L425.avi	  57491				310.663	7.831	3.607	2533.289	12.221	24.641	6.800	531.562	-70.921	-2475.877	MNCB280	Molly											Mullidae	Parupeneus	indicus	37355005	1	AD	Passing			
MNCB280_L425.avi	  57585				464.155	37.464	8.297	4093.823	22.537	69.015	8.513	1568.963	-17.713	-3781.194	MNCB280	Molly											Mullidae	Parupeneus	indicus	37355005	1	AD	Passing			
MNCB280_L425.avi	  64998				428.978	34.500	3.025	5251.398	8.671	26.800	5.711	-782.124	122.594	-5191.381	MNCB280	Molly											Lutjanidae	Symphorus	nematophorus	37346017	1	AD	Passing			
MNCB282_L511.avi	   5489	   3.0525			213.557	11.554	0.906	3160.179	13.901	29.834	9.407	127.802	748.373	-3067.627	MNCB282	Molly											Acanthuridae	Acanthurus	dussumieri	37437008	1	AD	Passing			
MNCB282_L511.avi	   5511	   3.0647			124.313	7.893	3.811	3105.200	23.263	10.387	3.924	-979.616	737.838	-2852.756	MNCB282	Molly											Pomacentridae	Abudefduf	bengalensis	37372003	1	AD	Passing			
MNCB282_L511.avi	   5590	   3.1087			383.326	13.401	6.026	2937.144	15.816	41.320	4.301	-446.277	664.550	-2825.956	MNCB282	Molly											Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MNCB282_L511.avi	   6129	   3.4084			285.110	14.387	6.090	2753.869	18.418	66.746	25.644	515.834	700.681	-2612.806	MNCB282	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	1	AD	Passing			
MNCB282_L511.avi	   6144	   3.4168			217.094	11.601	0.244	2851.361	12.707	37.392	7.036	112.408	617.068	-2781.520	MNCB282	Molly											Acanthuridae	Acanthurus	grammoptilus	37437002	1	AD	Passing			
